PO Number,Received Quantity,Condition
PO-79215,1,Good
PO-24293,97,Incomplete
PO-60894,14,Good
PO-32843,84,Good
PO-53591,47,Incomplete
PO-81078,2,Damaged
PO-10068,5,Incomplete
PO-83254,24,Damaged
PO-28516,82,Incomplete
PO-45086,8,Good
PO-73929,47,Damaged
PO-54211,43,Incomplete
PO-35084,53,Damaged
PO-94290,93,Damaged
PO-44736,23,Good
PO-73703,80,Damaged
PO-96495,15,Damaged
PO-13810,85,Incomplete
PO-60470,81,Damaged
PO-59869,1,Incomplete
PO-74857,67,Damaged
PO-26889,24,Incomplete
PO-32779,97,Damaged
PO-94112,45,Incomplete
PO-43909,15,Incomplete
PO-96415,14,Good
PO-21428,60,Damaged
PO-94172,98,Incomplete
PO-43618,9,Damaged
PO-10153,32,Good
PO-86868,43,Damaged
PO-66550,85,Damaged
PO-47655,9,Damaged
PO-53680,43,Good
PO-86539,50,Incomplete
PO-78945,11,Damaged
PO-39551,39,Incomplete
PO-35616,81,Good
PO-87971,12,Good
PO-69323,99,Damaged
PO-75172,2,Good
PO-85519,40,Incomplete
PO-81684,72,Damaged
PO-44880,62,Incomplete
PO-76830,76,Damaged
PO-39464,23,Damaged
PO-61441,76,Good
PO-97771,68,Damaged
PO-86437,52,Good
PO-73594,11,Damaged
PO-17280,81,Incomplete
PO-67551,11,Damaged
PO-14219,79,Good
PO-85621,41,Incomplete
PO-59467,40,Damaged
PO-36820,83,Good
PO-17822,30,Damaged
PO-25421,9,Damaged
PO-11524,71,Good
PO-96612,34,Good
PO-58573,24,Good
PO-74039,81,Damaged
PO-93470,45,Good
PO-51880,80,Good
PO-72531,28,Damaged
PO-79152,23,Damaged
PO-15686,53,Damaged
PO-50529,29,Damaged
PO-51461,48,Good
PO-36004,26,Good
PO-87131,60,Damaged
PO-89133,32,Good
PO-91989,10,Good
PO-32961,43,Good
PO-85003,9,Incomplete
PO-82201,43,Damaged
PO-64201,66,Incomplete
PO-36815,39,Incomplete
PO-33534,74,Incomplete
PO-64848,20,Good
PO-38026,72,Good
PO-12456,28,Damaged
PO-74547,97,Incomplete
PO-44985,60,Good
PO-87933,83,Incomplete
PO-67662,96,Incomplete
PO-69909,59,Incomplete
PO-69073,24,Good
PO-26155,76,Damaged
PO-17055,63,Good
PO-17514,98,Damaged
PO-32607,36,Incomplete
PO-27501,83,Good
PO-41256,49,Incomplete
PO-11500,58,Incomplete
PO-31323,73,Incomplete
PO-49500,44,Good
PO-24952,32,Good
PO-80667,34,Damaged
PO-63432,79,Incomplete
PO-30178,5,Damaged
PO-46502,95,Incomplete
PO-80865,38,Damaged
PO-85883,67,Incomplete
PO-80282,2,Incomplete
PO-75738,93,Incomplete
PO-20060,5,Incomplete
PO-76228,24,Damaged
PO-99585,18,Incomplete
PO-26150,61,Good
PO-29121,14,Damaged
PO-11531,12,Good
PO-86422,89,Incomplete
PO-40068,21,Good
PO-98939,86,Good
PO-23826,42,Damaged
PO-11060,2,Damaged
PO-29501,18,Incomplete
PO-69359,78,Incomplete
PO-70483,79,Incomplete
PO-43895,37,Incomplete
PO-12670,77,Incomplete
PO-44176,16,Damaged
PO-35579,17,Good
PO-65001,60,Good
PO-94630,88,Incomplete
PO-35071,11,Incomplete
PO-87331,53,Good
PO-84084,28,Damaged
PO-82081,77,Incomplete
PO-98455,39,Damaged
PO-93966,45,Damaged
PO-11384,5,Damaged
PO-77700,76,Good
PO-80726,97,Good
PO-69877,61,Incomplete
PO-46313,16,Incomplete
PO-37273,41,Good
PO-33799,46,Incomplete
PO-61281,93,Incomplete
PO-85966,93,Incomplete
PO-97685,68,Incomplete
PO-88403,15,Good
PO-17039,67,Damaged
PO-59093,37,Damaged
PO-83673,11,Good
PO-63063,4,Damaged
PO-39972,40,Damaged
PO-41280,39,Incomplete
PO-50465,10,Damaged
PO-90274,31,Incomplete
PO-12179,58,Good
PO-57925,90,Good
PO-56535,94,Damaged
PO-93753,24,Good
PO-26493,17,Good
PO-79996,35,Damaged
PO-51779,93,Good
PO-69114,50,Damaged
PO-80591,28,Damaged
PO-25813,61,Incomplete
PO-25860,68,Good
PO-20844,95,Damaged
PO-37864,2,Damaged
PO-11014,80,Damaged
PO-94739,71,Incomplete
PO-52215,31,Incomplete
PO-65524,50,Damaged
PO-23015,50,Incomplete
PO-20566,66,Damaged
PO-46238,47,Good
PO-76599,50,Good
PO-95711,25,Damaged
PO-33217,67,Good
PO-10828,72,Incomplete
PO-38513,78,Damaged
PO-34756,41,Incomplete
PO-47738,69,Good
PO-41405,86,Incomplete
PO-49919,97,Good
PO-26734,94,Damaged
PO-33948,37,Damaged
PO-42984,99,Incomplete
PO-13923,64,Good
PO-57921,60,Incomplete
PO-65817,40,Incomplete
PO-75845,94,Damaged
PO-18939,92,Good
PO-34652,93,Damaged
PO-97806,77,Good
PO-79018,81,Good
PO-28245,80,Damaged
PO-73751,58,Incomplete
PO-30853,27,Damaged
PO-26432,80,Good
PO-11324,66,Incomplete
PO-11531,100,Incomplete
PO-26148,9,Damaged
PO-23211,17,Incomplete
PO-86184,29,Damaged
PO-32018,3,Good
PO-31121,44,Good
PO-51589,98,Good
PO-30341,24,Good
PO-99392,48,Good
PO-43015,10,Good
PO-12019,16,Good
PO-57055,53,Good
PO-30490,39,Incomplete
PO-35474,40,Damaged
PO-51551,99,Good
PO-57273,19,Damaged
PO-56036,26,Incomplete
PO-92948,46,Incomplete
PO-93283,42,Incomplete
PO-66180,81,Incomplete
PO-43752,66,Damaged
PO-56514,16,Incomplete
PO-48016,14,Good
PO-65187,3,Damaged
PO-76675,72,Damaged
PO-42150,75,Damaged
PO-46151,83,Incomplete
PO-35646,100,Damaged
PO-83041,44,Incomplete
PO-97085,32,Good
PO-89607,64,Damaged
PO-62071,44,Damaged
PO-84288,78,Incomplete
PO-41603,67,Good
PO-73510,52,Damaged
PO-14164,43,Incomplete
PO-17412,56,Incomplete
PO-12313,89,Incomplete
PO-76089,1,Damaged
PO-78048,85,Damaged
PO-50512,92,Good
PO-86678,44,Good
PO-39413,88,Good
PO-49049,19,Incomplete
PO-64190,14,Good
PO-58366,6,Damaged
PO-90771,1,Damaged
PO-31567,22,Incomplete
PO-10770,72,Damaged
PO-53850,8,Good
PO-36822,51,Damaged
PO-29499,97,Good
PO-82970,54,Damaged
PO-14154,93,Incomplete
PO-70422,51,Damaged
PO-87401,28,Damaged
PO-88397,5,Damaged
PO-92220,42,Damaged
PO-98668,74,Good
PO-28738,71,Good
PO-59848,44,Good
PO-54951,68,Good
PO-85839,44,Incomplete
PO-61958,54,Damaged
PO-86303,46,Good
PO-80151,66,Incomplete
PO-57151,3,Damaged
PO-50084,87,Good
PO-16658,95,Incomplete
PO-88109,39,Incomplete
PO-41604,38,Damaged
PO-43305,84,Good
PO-93771,50,Incomplete
PO-55084,19,Incomplete
PO-87247,43,Damaged
PO-89298,4,Good
PO-23645,13,Incomplete
PO-14239,71,Damaged
PO-60028,42,Damaged
PO-72649,100,Damaged
PO-53677,22,Incomplete
PO-10470,26,Damaged
PO-21625,94,Damaged
PO-40321,50,Good
PO-39878,93,Damaged
PO-15039,95,Incomplete
PO-12083,37,Good
PO-42389,45,Damaged
PO-69477,12,Good
PO-84580,42,Damaged
PO-46787,25,Incomplete
PO-29440,97,Good
PO-49264,79,Good
PO-32028,16,Incomplete
PO-18478,65,Damaged
PO-76156,14,Good
PO-78818,38,Good
PO-39289,68,Good
PO-78814,18,Good
PO-47487,26,Good
PO-10938,49,Incomplete
PO-54838,68,Incomplete
PO-12801,8,Good
PO-66898,23,Damaged
PO-32523,6,Incomplete
PO-62874,72,Damaged
PO-27262,7,Incomplete
PO-88679,58,Incomplete
PO-60385,81,Incomplete
PO-55883,54,Damaged
PO-99570,86,Good
PO-17918,77,Incomplete
PO-44949,95,Good
PO-69810,93,Damaged
PO-42502,18,Good
PO-57509,46,Incomplete
PO-13237,24,Incomplete
PO-66174,74,Incomplete
PO-80148,79,Damaged
PO-41473,32,Incomplete
PO-59166,82,Good
PO-88553,83,Incomplete
PO-88545,17,Good
PO-99760,33,Damaged
PO-82345,97,Incomplete
PO-47515,45,Incomplete
PO-43906,72,Damaged
PO-63750,87,Damaged
PO-83863,77,Damaged
PO-53698,70,Damaged
PO-75740,23,Good
PO-68418,73,Damaged
PO-54989,53,Incomplete
PO-33724,59,Damaged
PO-97846,98,Damaged
PO-66783,89,Damaged
PO-40988,44,Good
PO-59127,38,Incomplete
PO-16861,29,Damaged
PO-86127,62,Good
PO-30817,62,Damaged
PO-60779,100,Good
PO-66984,86,Good
PO-70002,82,Good
PO-74869,97,Incomplete
PO-33177,62,Damaged
PO-78885,11,Good
PO-26347,96,Damaged
PO-90736,58,Incomplete
PO-59517,36,Good
PO-69870,63,Incomplete
PO-73079,61,Damaged
PO-29503,43,Incomplete
PO-41645,83,Good
PO-54833,74,Good
PO-75708,61,Good
PO-90373,2,Incomplete
PO-16893,59,Good
PO-87842,89,Damaged
PO-33673,59,Damaged
PO-49103,2,Good
PO-64032,35,Damaged
PO-36056,58,Good
PO-68640,5,Incomplete
PO-44859,1,Good
PO-76221,93,Incomplete
PO-56726,46,Damaged
PO-79830,51,Good
PO-37499,99,Good
PO-70380,77,Incomplete
PO-36631,63,Incomplete
PO-66978,2,Incomplete
PO-14094,54,Incomplete
PO-52698,37,Good
PO-19364,41,Good
PO-54427,25,Good
PO-16868,37,Good
PO-15882,92,Good
PO-87256,49,Incomplete
PO-57314,37,Good
PO-18681,97,Good
PO-82557,74,Good
PO-72015,44,Good
PO-22359,22,Good
PO-31137,76,Incomplete
PO-94549,48,Damaged
PO-66718,13,Good
PO-41103,11,Damaged
PO-85947,94,Damaged
PO-31511,72,Incomplete
PO-56909,3,Incomplete
PO-29099,26,Incomplete
PO-45751,45,Good
PO-49224,26,Incomplete
PO-95315,83,Damaged
PO-35974,87,Incomplete
PO-56204,38,Damaged
PO-19725,82,Good
PO-25831,46,Incomplete
PO-35894,76,Incomplete
PO-16251,11,Damaged
PO-23562,76,Good
PO-10141,20,Incomplete
PO-65686,24,Good
PO-98559,42,Damaged
PO-93795,53,Good
PO-44494,52,Incomplete
PO-85163,72,Incomplete
PO-27216,4,Incomplete
PO-67128,99,Good
PO-30733,2,Good
PO-65709,52,Incomplete
PO-54343,45,Good
PO-91859,19,Incomplete
PO-61778,87,Incomplete
PO-20338,66,Incomplete
PO-33585,62,Damaged
PO-37558,54,Good
PO-52368,43,Incomplete
PO-67042,100,Good
PO-44003,61,Good
PO-78896,42,Damaged
PO-12423,84,Damaged
PO-66968,55,Good
PO-68759,69,Good
PO-12588,35,Damaged
PO-75126,45,Good
PO-58457,45,Incomplete
PO-25771,44,Incomplete
PO-22591,86,Incomplete
PO-61285,63,Good
PO-74857,11,Incomplete
PO-66222,20,Damaged
PO-34559,13,Good
PO-30373,26,Good
PO-25029,50,Incomplete
PO-17139,89,Good
PO-13644,100,Damaged
PO-18902,7,Good
PO-52571,40,Damaged
PO-22394,32,Incomplete
PO-66925,60,Damaged
PO-62210,23,Damaged
PO-85380,61,Damaged
PO-82055,92,Good
PO-90291,10,Damaged
PO-60840,37,Good
PO-58168,91,Good
PO-89257,96,Damaged
PO-75540,2,Damaged
PO-43797,28,Good
PO-44333,36,Damaged
PO-30845,53,Incomplete
PO-90522,64,Incomplete
PO-46881,5,Damaged
PO-84710,71,Damaged
PO-14686,8,Good
PO-27630,82,Good
PO-15698,49,Good
PO-68203,24,Good
PO-34024,33,Damaged
PO-81263,39,Incomplete
PO-75279,21,Damaged
PO-78787,36,Incomplete
PO-91835,92,Good
PO-95514,36,Incomplete
PO-17842,99,Good
PO-63465,45,Damaged
PO-46465,71,Good
PO-18195,19,Damaged
PO-19144,76,Incomplete
PO-44499,93,Incomplete
PO-11964,92,Incomplete
PO-50935,97,Incomplete
PO-54475,76,Good
PO-21481,1,Good
PO-41413,66,Good
PO-65232,59,Damaged
PO-57242,26,Damaged
PO-37129,30,Incomplete
PO-43731,69,Damaged
PO-55376,74,Good
PO-54996,86,Good
PO-65856,51,Good
PO-60030,16,Good
PO-53868,39,Damaged
PO-50385,78,Incomplete
PO-60395,55,Good
PO-85950,47,Incomplete
PO-97087,54,Incomplete
PO-78902,21,Incomplete
PO-43248,68,Incomplete
PO-53312,34,Incomplete
PO-98466,87,Damaged
PO-37839,99,Good
PO-91568,87,Good
PO-68866,86,Incomplete
PO-29350,48,Damaged
PO-51738,43,Good
PO-88654,35,Good
PO-73023,76,Incomplete
PO-86029,26,Incomplete
PO-96416,63,Incomplete
PO-73077,76,Incomplete
PO-87806,9,Damaged
PO-16106,33,Damaged
PO-49567,56,Damaged
PO-65200,44,Good
PO-14470,77,Damaged
PO-38496,16,Good
PO-79920,65,Damaged
PO-56306,85,Incomplete
PO-60558,13,Incomplete
PO-17062,55,Incomplete
PO-49320,22,Incomplete
PO-60511,85,Incomplete
PO-92910,49,Good
PO-43789,62,Good
PO-40465,18,Good
PO-39472,25,Incomplete
PO-25315,96,Incomplete
PO-29893,80,Incomplete
PO-60985,89,Incomplete
PO-52688,71,Good
PO-77724,12,Incomplete
PO-50335,78,Good
PO-28293,79,Incomplete
PO-60868,68,Incomplete
PO-19388,45,Incomplete
PO-64435,27,Incomplete
PO-19508,36,Good
PO-40742,20,Good
PO-34489,83,Damaged
PO-83179,91,Damaged
PO-87254,30,Incomplete
PO-68634,16,Good
PO-25153,11,Good
PO-64132,31,Damaged
PO-98198,22,Damaged
PO-85916,44,Damaged
PO-15625,95,Damaged
PO-44796,99,Good
PO-90024,67,Good
PO-88680,80,Incomplete
PO-62863,17,Damaged
PO-64104,40,Good
PO-33583,8,Incomplete
PO-50397,35,Damaged
PO-15636,66,Good
PO-31642,37,Damaged
PO-61432,98,Good
PO-21170,64,Incomplete
PO-86907,25,Damaged
PO-55770,55,Damaged
PO-10180,23,Good
PO-54835,11,Good
PO-45809,30,Incomplete
PO-78790,19,Incomplete
PO-21124,13,Incomplete
PO-16661,79,Incomplete
PO-65262,34,Good
PO-41856,75,Good
PO-73175,78,Damaged
PO-31024,12,Incomplete
PO-80552,79,Incomplete
PO-98382,63,Incomplete
PO-42407,18,Good
PO-14293,61,Incomplete
PO-89350,33,Incomplete
PO-72587,48,Incomplete
PO-50833,22,Good
PO-41954,5,Incomplete
PO-12231,10,Good
PO-67994,22,Incomplete
PO-23939,12,Good
PO-23694,73,Good
PO-93945,34,Damaged
PO-59710,11,Good
PO-18500,2,Good
PO-65100,35,Incomplete
PO-88630,6,Good
PO-46899,24,Incomplete
PO-81482,30,Good
PO-98859,87,Good
PO-86296,3,Damaged
PO-74565,20,Incomplete
PO-52931,44,Incomplete
PO-46485,75,Incomplete
PO-45068,59,Good
PO-33882,63,Good
PO-84648,25,Damaged
PO-71680,70,Incomplete
PO-81595,30,Damaged
PO-84584,63,Incomplete
PO-24215,10,Damaged
PO-31756,43,Good
PO-45805,71,Damaged
PO-21289,63,Good
PO-40295,100,Damaged
PO-43240,63,Good
PO-54538,28,Incomplete
PO-35366,88,Damaged
PO-83061,65,Good
PO-63253,37,Damaged
PO-26919,100,Damaged
PO-17608,80,Damaged
PO-75393,64,Incomplete
PO-12451,32,Good
PO-41982,67,Incomplete
PO-38537,13,Good
PO-53275,71,Good
PO-88956,38,Good
PO-81587,96,Good
PO-16548,24,Good
PO-58112,81,Good
PO-22246,3,Damaged
PO-78489,40,Damaged
PO-79061,82,Damaged
PO-51282,93,Good
PO-26174,96,Good
PO-75576,3,Damaged
PO-50044,17,Incomplete
PO-99078,82,Damaged
PO-93744,18,Good
PO-36685,23,Good
PO-38747,24,Incomplete
PO-84979,56,Incomplete
PO-72523,29,Incomplete
PO-32934,33,Damaged
PO-85071,70,Good
PO-22875,38,Good
PO-29945,72,Incomplete
PO-76661,61,Damaged
PO-34067,20,Good
PO-34142,6,Damaged
PO-30346,53,Incomplete
PO-92417,56,Incomplete
PO-97454,71,Incomplete
PO-41483,50,Damaged
PO-60458,34,Damaged
PO-38274,6,Damaged
PO-12167,96,Good
PO-86840,90,Incomplete
PO-17258,88,Incomplete
PO-44787,97,Good
PO-41187,50,Incomplete
PO-95011,26,Incomplete
PO-14288,73,Damaged
PO-73411,21,Damaged
PO-89690,76,Good
PO-63689,32,Damaged
PO-69649,43,Damaged
PO-49029,85,Damaged
PO-48252,80,Good
PO-68589,100,Good
PO-65590,65,Incomplete
PO-18073,21,Damaged
PO-24488,13,Damaged
PO-44527,11,Incomplete
PO-15179,38,Incomplete
PO-62504,42,Good
PO-16533,42,Damaged
PO-25250,30,Incomplete
PO-53271,37,Damaged
PO-54323,65,Damaged
PO-34875,51,Damaged
PO-14928,49,Good
PO-35873,15,Damaged
PO-69948,70,Damaged
PO-81397,97,Damaged
PO-13775,81,Incomplete
PO-79417,100,Damaged
PO-74864,48,Incomplete
PO-39667,48,Good
PO-74973,13,Damaged
PO-31697,29,Good
PO-42726,71,Incomplete
PO-92850,13,Damaged
PO-56639,72,Good
PO-54534,97,Incomplete
PO-33277,42,Damaged
PO-23309,34,Incomplete
PO-29559,63,Damaged
PO-40525,66,Incomplete
PO-21977,2,Damaged
PO-55927,37,Incomplete
PO-26922,85,Damaged
PO-67795,72,Incomplete
PO-16504,81,Incomplete
PO-78023,90,Incomplete
PO-88184,4,Incomplete
PO-24604,37,Incomplete
PO-10579,98,Incomplete
PO-20181,58,Good
PO-18119,67,Incomplete
PO-27234,68,Damaged
PO-38213,19,Damaged
PO-94209,37,Good
PO-74619,50,Damaged
PO-22570,97,Damaged
PO-52354,78,Damaged
PO-17677,35,Incomplete
PO-30890,78,Incomplete
PO-36528,67,Good
PO-12565,8,Good
PO-87218,98,Incomplete
PO-50267,49,Incomplete
PO-29841,100,Damaged
PO-17267,14,Damaged
PO-46902,75,Incomplete
PO-45518,93,Incomplete
PO-67115,55,Incomplete
PO-67520,25,Incomplete
PO-29757,1,Good
PO-30222,37,Damaged
PO-73230,16,Incomplete
PO-88957,81,Damaged
PO-30551,35,Damaged
PO-33696,33,Incomplete
PO-29182,61,Incomplete
PO-95740,74,Good
PO-83942,39,Damaged
PO-55232,16,Damaged
PO-71798,42,Good
PO-67314,18,Incomplete
PO-17830,62,Damaged
PO-72540,33,Good
PO-71068,91,Good
PO-95527,86,Good
PO-89305,50,Incomplete
PO-27222,81,Incomplete
PO-61503,16,Good
PO-61936,21,Good
PO-17325,18,Good
PO-94333,94,Good
PO-68799,86,Damaged
PO-23976,9,Incomplete
PO-82155,69,Damaged
PO-33546,86,Good
PO-34231,88,Damaged
PO-95652,51,Incomplete
PO-61376,6,Damaged
PO-82904,100,Good
PO-67472,1,Good
PO-61833,79,Incomplete
PO-69021,38,Good
PO-85620,24,Damaged
PO-16260,71,Incomplete
PO-86095,1,Damaged
PO-89951,12,Good
PO-13828,76,Damaged
PO-18283,81,Damaged
PO-34779,50,Damaged
PO-84075,74,Good
PO-50678,94,Damaged
PO-87331,44,Good
PO-97541,9,Incomplete
PO-98416,27,Incomplete
PO-73423,69,Damaged
PO-98760,79,Damaged
PO-60258,20,Incomplete
PO-93398,75,Damaged
PO-60347,4,Incomplete
PO-68849,31,Damaged
PO-12709,11,Damaged
PO-80181,94,Good
PO-35742,23,Damaged
PO-55692,86,Good
PO-57281,81,Damaged
PO-31348,50,Incomplete
PO-78256,92,Incomplete
PO-63734,66,Incomplete
PO-11612,85,Good
PO-99030,50,Good
PO-78034,74,Good
PO-53949,40,Good
PO-46352,91,Good
PO-21342,25,Good
PO-64841,50,Good
PO-52510,43,Damaged
PO-33686,81,Damaged
PO-99877,15,Damaged
PO-71916,61,Damaged
PO-66277,4,Incomplete
PO-68911,4,Damaged
PO-62099,10,Incomplete
PO-95022,72,Good
PO-76696,70,Incomplete
PO-27867,6,Good
PO-13044,93,Damaged
PO-51205,45,Incomplete
PO-33544,72,Incomplete
PO-16215,60,Good
PO-17362,61,Damaged
PO-58672,98,Incomplete
PO-34344,46,Good
PO-24384,20,Good
PO-54556,5,Good
PO-73003,83,Good
PO-50305,8,Good
PO-43478,86,Incomplete
PO-51300,80,Damaged
PO-51697,76,Damaged
PO-79177,26,Good
PO-31419,43,Incomplete
PO-46960,82,Incomplete
PO-97543,50,Good
PO-72419,51,Incomplete
PO-95581,63,Good
PO-11668,26,Damaged
PO-98320,59,Damaged
PO-82537,32,Good
PO-16005,23,Good
PO-75769,48,Good
PO-91340,23,Incomplete
PO-55007,45,Incomplete
PO-52273,36,Incomplete
PO-31742,69,Incomplete
PO-83084,52,Good
PO-18997,9,Incomplete
PO-31980,72,Good
PO-48550,59,Incomplete
PO-33931,64,Incomplete
PO-16895,50,Good
PO-80571,60,Good
PO-79491,48,Good
PO-90843,73,Incomplete
PO-59023,20,Incomplete
PO-47704,87,Damaged
PO-62900,25,Good
PO-71889,50,Good
PO-64591,53,Damaged
PO-49471,21,Incomplete
PO-45474,43,Good
PO-79105,14,Damaged
PO-85975,89,Damaged
PO-48073,76,Good
PO-15548,47,Damaged
PO-89039,4,Good
PO-16567,57,Damaged
PO-73783,31,Damaged
PO-45394,50,Good
PO-47713,3,Damaged
PO-49900,1,Incomplete
PO-78229,18,Incomplete
PO-25395,50,Damaged
PO-11788,79,Damaged
PO-93421,31,Incomplete
PO-59814,65,Incomplete
PO-33546,61,Damaged
PO-77951,62,Incomplete
PO-56955,60,Incomplete
PO-80890,79,Incomplete
PO-71348,29,Incomplete
PO-95740,88,Incomplete
PO-96236,33,Damaged
PO-61381,37,Good
PO-90922,40,Damaged
PO-55872,75,Good
PO-40125,28,Good
PO-42293,84,Good
PO-59089,28,Damaged
PO-52899,54,Good
PO-32054,93,Good
PO-23265,29,Good
PO-24398,27,Good
PO-79537,32,Good
PO-50372,25,Incomplete
PO-81107,37,Incomplete
PO-63818,60,Damaged
PO-84909,94,Incomplete
PO-87730,90,Incomplete
PO-82520,18,Incomplete
PO-94714,28,Damaged
PO-67877,12,Good
PO-15857,63,Good
PO-86549,82,Good
PO-46663,58,Good
PO-50192,21,Good
PO-59557,7,Damaged
PO-68199,95,Good
PO-89102,48,Incomplete
PO-62978,35,Incomplete
PO-96846,41,Good
PO-80556,12,Incomplete
PO-10360,64,Good
PO-28159,43,Good
PO-25794,17,Good
PO-76548,97,Incomplete
PO-24139,29,Damaged
PO-55009,22,Good
PO-68639,84,Good
PO-71105,46,Damaged
PO-11502,5,Good
PO-67377,15,Incomplete
PO-74826,35,Damaged
PO-44007,90,Good
PO-27732,28,Damaged
PO-54737,49,Incomplete
PO-80374,16,Incomplete
PO-18399,96,Damaged
PO-32203,96,Damaged
PO-26643,19,Good
PO-38099,56,Damaged
PO-69002,43,Damaged
PO-39734,12,Good
PO-69969,29,Damaged
PO-89752,24,Damaged
PO-98485,1,Good
PO-37316,51,Damaged
PO-33336,31,Damaged
PO-45972,45,Damaged
PO-11125,55,Incomplete
PO-87125,88,Damaged
PO-42534,88,Damaged
PO-18407,88,Good
PO-49458,71,Good
PO-15454,39,Damaged
PO-14456,46,Incomplete
PO-74750,44,Good
PO-29700,81,Damaged
PO-29861,1,Good
PO-13057,94,Damaged
PO-55356,28,Incomplete
PO-16509,5,Damaged
PO-42779,53,Good
PO-37105,91,Good
PO-32342,71,Good
PO-17349,100,Damaged
PO-60054,40,Damaged
PO-59088,40,Incomplete
PO-72992,10,Incomplete
PO-94410,25,Incomplete
PO-11120,99,Damaged
PO-16946,92,Damaged
PO-49240,97,Incomplete
PO-69693,94,Incomplete
PO-78685,28,Incomplete
PO-33443,43,Incomplete
PO-18847,36,Damaged
PO-32112,29,Incomplete
PO-54314,43,Good
PO-55237,84,Damaged
PO-66803,67,Damaged
PO-69725,78,Damaged
PO-95190,75,Damaged
PO-13394,90,Damaged
PO-67701,82,Damaged
PO-37719,35,Good
PO-57122,71,Damaged
PO-20223,33,Good
PO-28913,62,Incomplete
PO-62595,89,Good
PO-31915,88,Damaged
PO-58728,77,Damaged
PO-34644,73,Incomplete
PO-69249,76,Good
PO-48971,71,Damaged
PO-75439,52,Damaged
PO-20475,75,Incomplete
PO-33977,53,Damaged
PO-55515,23,Good
PO-62367,74,Good
PO-34685,76,Damaged
PO-17679,51,Damaged
PO-31493,48,Incomplete
PO-98758,72,Incomplete
PO-17598,10,Incomplete
PO-69153,22,Incomplete
PO-73220,51,Incomplete
PO-15105,39,Incomplete
PO-74631,16,Incomplete
PO-69431,41,Incomplete
PO-95220,11,Incomplete
PO-91291,55,Good
PO-52659,100,Good
PO-22287,38,Incomplete
PO-34500,17,Incomplete
PO-20673,20,Incomplete
PO-67205,24,Good
PO-18951,84,Incomplete
PO-13272,38,Good
PO-31135,27,Damaged
PO-62607,72,Good
PO-54816,37,Incomplete
PO-91600,51,Damaged
PO-50054,73,Good
PO-79303,55,Incomplete
PO-34616,88,Incomplete
PO-14553,13,Incomplete
PO-93525,45,Good
PO-26699,40,Incomplete
PO-56562,2,Damaged
PO-31043,14,Damaged
PO-57361,1,Incomplete
PO-28019,52,Incomplete
PO-61663,100,Good
PO-16105,23,Good
PO-79676,94,Damaged
PO-57469,66,Incomplete
PO-43525,86,Damaged
PO-11456,77,Incomplete
PO-10707,68,Good
PO-32801,71,Damaged
PO-84448,80,Damaged
PO-71479,45,Good
PO-50221,72,Damaged
PO-54768,61,Damaged
PO-32016,44,Good
PO-23985,22,Incomplete
PO-32985,86,Good
PO-98084,85,Good
PO-77009,6,Good
PO-51594,100,Good
PO-51110,78,Incomplete
PO-10627,82,Incomplete
PO-83711,32,Incomplete
PO-61191,80,Damaged
PO-43589,76,Incomplete
PO-87186,30,Good
PO-94179,36,Damaged
PO-81439,71,Good
PO-32678,33,Good
PO-37633,1,Damaged
PO-85951,14,Incomplete
PO-20788,80,Incomplete
PO-15110,29,Incomplete
PO-14173,24,Damaged
PO-65657,97,Incomplete
PO-78279,70,Incomplete
PO-92161,37,Incomplete
PO-49290,29,Damaged
PO-69809,1,Incomplete
PO-15142,66,Good
PO-44637,12,Good
PO-64980,78,Damaged
PO-23518,15,Damaged
PO-73619,47,Incomplete
PO-36464,77,Good
PO-16363,25,Incomplete
PO-75986,32,Damaged
PO-37516,73,Incomplete
PO-54106,100,Incomplete
PO-36095,79,Good
PO-72449,58,Damaged
PO-63374,22,Incomplete
PO-83987,71,Damaged
PO-97533,19,Good
PO-14370,20,Damaged
PO-52436,52,Good
PO-44717,68,Incomplete
PO-28267,100,Incomplete
PO-78131,66,Damaged
PO-70443,1,Good
PO-34272,88,Damaged
PO-89303,21,Damaged
PO-64092,53,Incomplete
PO-33455,6,Incomplete
PO-27985,3,Damaged
PO-87017,10,Damaged
PO-87569,46,Incomplete
PO-59374,71,Incomplete
PO-33976,54,Good
PO-13560,83,Incomplete
PO-48623,78,Damaged
PO-56784,73,Incomplete
PO-41520,87,Damaged
PO-15620,75,Incomplete
PO-63839,14,Damaged
PO-21649,43,Incomplete
PO-45058,73,Damaged
PO-82001,4,Damaged
PO-39902,66,Damaged
PO-91740,42,Incomplete
PO-60665,26,Damaged
PO-16538,29,Good
PO-42311,88,Incomplete
PO-91941,35,Incomplete
PO-33267,69,Damaged
PO-25144,29,Damaged
PO-45261,49,Incomplete
PO-86756,14,Incomplete
PO-71536,4,Good
PO-20469,37,Good
PO-83007,93,Incomplete
PO-23814,77,Incomplete
PO-78081,41,Good
PO-23444,96,Good
PO-82308,77,Good
PO-72382,54,Good
PO-69247,10,Damaged
PO-52007,94,Incomplete
PO-75966,87,Incomplete
PO-82327,50,Damaged
PO-86531,100,Damaged
PO-38351,56,Incomplete
PO-92802,41,Damaged
PO-98567,89,Good
PO-59654,24,Incomplete
PO-20081,80,Good
PO-42160,78,Incomplete
PO-86775,28,Damaged
PO-77117,25,Good
PO-14843,90,Good
PO-55159,51,Incomplete
PO-71683,14,Good
PO-96652,72,Incomplete
