PO Number,Vendor,Item,Unit Price,Quantity,Total Amount
PO-10782,Vendor_38027,Item_90341,3703.53,23,85181.19
PO-52564,Vendor_56025,Item_31900,7761.59,74,574357.66
PO-64149,Vendor_69372,Item_40267,8176.2,71,580510.2
PO-63821,Vendor_80324,Item_64257,4934.85,5,24674.25
PO-24776,Vendor_24769,Item_48657,9441.4,74,698663.6
PO-82565,Vendor_34993,Item_56840,4634.94,80,370795.2
PO-54025,Vendor_10859,Item_28859,4499.88,61,274492.68
PO-85489,Vendor_38006,Item_53768,2602.59,96,249848.64
PO-30551,Vendor_31355,Item_92440,1811.58,88,159419.04
PO-73163,Vendor_43517,Item_14420,1526.95,24,36646.8
PO-74159,Vendor_84544,Item_43093,2337.14,97,226702.58
PO-32180,Vendor_72796,Item_69884,4123.94,98,404146.12
PO-37311,Vendor_72132,Item_47361,4657.84,39,181655.76
PO-94992,Vendor_65954,Item_15893,9682.67,96,929536.32
PO-38874,Vendor_95878,Item_94781,4191.82,84,352112.88
PO-20846,Vendor_87301,Item_70909,5608.96,62,347755.52
PO-86505,Vendor_13203,Item_32369,8040.1,1,8040.1
PO-54966,Vendor_77859,Item_62942,8205.57,56,459511.92
PO-65476,Vendor_98800,Item_12595,6181.82,33,204000.06
PO-47978,Vendor_26284,Item_27600,2497.19,5,12485.95
PO-92661,Vendor_42457,Item_56826,9191.7,58,533118.6
PO-40148,Vendor_33685,Item_23224,2846.64,72,204958.08
PO-81012,Vendor_90981,Item_80751,3770.49,7,26393.43
PO-72928,Vendor_23842,Item_53658,2718.39,17,46212.63
PO-94013,Vendor_99710,Item_13334,9739.38,81,788889.78
PO-79227,Vendor_97666,Item_42185,771.96,37,28562.52
PO-90216,Vendor_20096,Item_76426,4469.45,52,232411.4
PO-65357,Vendor_77914,Item_72706,6418.02,50,320901.0
PO-56587,Vendor_57541,Item_84805,1018.1,48,48868.8
PO-27916,Vendor_75374,Item_30887,8424.62,7,58972.34
PO-26378,Vendor_62824,Item_53854,421.23,82,34540.86
PO-23318,Vendor_40492,Item_95074,7152.17,65,464891.05
PO-80935,Vendor_79357,Item_49464,6197.2,15,92958.0
PO-66573,Vendor_50808,Item_24136,3396.27,42,142643.34
PO-13126,Vendor_35788,Item_82947,5012.67,66,330836.22
PO-69383,Vendor_59354,Item_12615,3595.67,11,39552.37
PO-27965,Vendor_88179,Item_40393,7030.41,63,442915.83
PO-13330,Vendor_39061,Item_32334,4219.35,67,282696.45
PO-47337,Vendor_34594,Item_37187,3584.93,61,218680.73
PO-70581,Vendor_98913,Item_12847,457.93,97,44419.21
PO-91422,Vendor_18712,Item_39364,9189.58,67,615701.86
PO-21093,Vendor_70865,Item_29044,8243.08,96,791335.68
PO-17977,Vendor_25064,Item_28869,4498.39,17,76472.63
PO-36945,Vendor_39530,Item_37065,8180.88,80,654470.4
PO-12195,Vendor_23628,Item_26569,8580.78,96,823754.88
PO-49855,Vendor_68183,Item_65428,8958.77,35,313556.95
PO-54345,Vendor_68780,Item_91830,6015.18,99,595502.82
PO-61167,Vendor_52772,Item_25887,5698.13,99,564114.87
PO-83185,Vendor_39448,Item_47961,9163.47,47,430683.09
PO-67753,Vendor_87932,Item_64932,8164.35,93,759284.55
PO-10318,Vendor_11184,Item_53253,8334.6,41,341718.6
PO-36842,Vendor_74750,Item_78044,2816.69,73,205618.37
PO-53727,Vendor_91472,Item_83510,6110.11,93,568240.23
PO-95997,Vendor_22964,Item_27589,487.94,34,16589.96
PO-30085,Vendor_15784,Item_51272,2175.51,42,91371.42
PO-36636,Vendor_13892,Item_71010,4015.72,32,128503.04
PO-22637,Vendor_64373,Item_55482,8762.37,94,823662.78
PO-58738,Vendor_62043,Item_89738,3835.56,73,279995.88
PO-62404,Vendor_47218,Item_79078,5884.0,28,164752.0
PO-88331,Vendor_24913,Item_41376,1973.16,72,142067.52
PO-90176,Vendor_85770,Item_52451,993.12,1,993.12
PO-81133,Vendor_81869,Item_78287,2772.58,32,88722.56
PO-85469,Vendor_78212,Item_14108,530.98,94,49912.12
PO-91589,Vendor_58456,Item_34218,7120.96,84,598160.64
PO-13068,Vendor_22425,Item_74188,2091.17,50,104558.5
PO-12833,Vendor_17697,Item_59970,4462.08,6,26772.48
PO-20235,Vendor_40833,Item_66116,5622.08,37,208016.96
PO-57238,Vendor_78831,Item_62165,7243.61,42,304231.62
PO-64261,Vendor_13883,Item_80540,9370.02,36,337320.72
PO-53438,Vendor_60676,Item_99397,3979.44,78,310396.32
PO-68860,Vendor_34304,Item_62837,9159.06,83,760201.98
PO-57215,Vendor_78815,Item_48398,4063.89,93,377941.77
PO-47447,Vendor_52085,Item_44534,1848.14,15,27722.1
PO-64438,Vendor_80734,Item_96937,2643.27,53,140093.31
PO-58121,Vendor_86787,Item_72264,8966.39,40,358655.6
PO-14230,Vendor_16873,Item_21464,8790.38,21,184597.98
PO-74836,Vendor_43165,Item_36426,1319.19,90,118727.1
PO-57252,Vendor_32530,Item_74696,5899.15,6,35394.9
PO-51572,Vendor_36476,Item_47735,7524.26,96,722328.96
PO-12718,Vendor_72475,Item_10609,9563.91,24,229533.84
PO-42244,Vendor_52975,Item_76677,5779.01,6,34674.06
PO-78968,Vendor_80538,Item_22745,1508.03,69,104054.07
PO-70856,Vendor_56130,Item_32170,6044.63,51,308276.13
PO-41365,Vendor_74756,Item_37206,8623.3,24,206959.2
PO-80144,Vendor_49261,Item_53485,6562.53,1,6562.53
PO-91346,Vendor_72255,Item_38952,7147.48,16,114359.68
PO-88837,Vendor_21844,Item_69306,5555.71,85,472235.35
PO-76302,Vendor_22287,Item_75712,1893.41,11,20827.51
PO-13056,Vendor_12055,Item_34660,8528.6,55,469073.0
PO-20541,Vendor_66090,Item_52367,6065.34,33,200156.22
PO-65137,Vendor_92432,Item_86801,5684.95,97,551440.15
PO-81018,Vendor_72395,Item_16753,724.54,4,2898.16
PO-67551,Vendor_48761,Item_72290,7168.48,97,695342.56
PO-83476,Vendor_52951,Item_30893,5348.75,47,251391.25
PO-60478,Vendor_36193,Item_29377,9643.66,94,906504.04
PO-60095,Vendor_45972,Item_69648,2966.88,7,20768.16
PO-33532,Vendor_27487,Item_28559,1084.87,38,41225.06
PO-74088,Vendor_37398,Item_94530,7493.57,52,389665.64
PO-53055,Vendor_73111,Item_78745,4832.52,30,144975.6
PO-42553,Vendor_63961,Item_41831,405.85,9,3652.65
PO-19298,Vendor_59618,Item_80834,1735.85,41,71169.85
PO-21619,Vendor_71845,Item_28775,7047.39,24,169137.36
PO-96890,Vendor_26599,Item_92604,686.03,78,53510.34
PO-22009,Vendor_54452,Item_61785,6230.33,26,161988.58
PO-30742,Vendor_54007,Item_73692,5583.34,74,413167.16
PO-65345,Vendor_63853,Item_58020,4811.69,40,192467.6
PO-24777,Vendor_78314,Item_93820,4681.93,29,135775.97
PO-42390,Vendor_88357,Item_86252,2859.56,49,140118.44
PO-33448,Vendor_94345,Item_39775,2217.62,99,219544.38
PO-10285,Vendor_11031,Item_36640,8588.98,18,154601.64
PO-61204,Vendor_80402,Item_62393,8625.22,84,724518.48
PO-76486,Vendor_76738,Item_61935,6410.51,83,532072.33
PO-51234,Vendor_12470,Item_22292,7384.14,70,516889.8
PO-80398,Vendor_84662,Item_80266,6353.06,76,482832.56
PO-90873,Vendor_26481,Item_97495,2300.67,53,121935.51
PO-17503,Vendor_44805,Item_30136,289.94,60,17396.4
PO-89702,Vendor_90043,Item_21018,7958.81,46,366105.26
PO-19693,Vendor_62274,Item_62371,489.94,78,38215.32
PO-79882,Vendor_59691,Item_66573,8144.53,77,627128.81
PO-99402,Vendor_74221,Item_15090,5116.61,68,347929.48
PO-67279,Vendor_81117,Item_10373,9350.54,96,897651.84
PO-90778,Vendor_66464,Item_89993,4390.37,64,280983.68
PO-33660,Vendor_82023,Item_59541,963.04,12,11556.48
PO-23647,Vendor_98604,Item_68955,7333.06,39,285989.34
PO-45655,Vendor_81946,Item_54178,7489.6,65,486824.0
PO-49084,Vendor_94329,Item_52332,9124.31,47,428842.57
PO-46875,Vendor_99520,Item_28876,4272.57,63,269171.91
PO-86387,Vendor_66594,Item_89974,1381.15,58,80106.7
PO-54650,Vendor_22112,Item_22675,1760.71,31,54582.01
PO-33060,Vendor_30670,Item_86609,4009.52,27,108257.04
PO-85252,Vendor_95701,Item_88878,6883.64,23,158323.72
PO-99242,Vendor_48640,Item_17132,6702.63,62,415563.06
PO-58415,Vendor_23347,Item_56246,9233.84,68,627901.12
PO-70448,Vendor_54259,Item_76107,4739.37,47,222750.39
PO-97290,Vendor_32413,Item_71841,6795.95,43,292225.85
PO-74770,Vendor_78405,Item_31361,537.2,43,23099.6
PO-34920,Vendor_20474,Item_59929,3158.5,1,3158.5
PO-57731,Vendor_50490,Item_33215,9615.67,9,86541.03
PO-61018,Vendor_94815,Item_11718,5822.2,54,314398.8
PO-81696,Vendor_13877,Item_10966,2890.69,68,196566.92
PO-77840,Vendor_38750,Item_34333,1952.05,3,5856.15
PO-23490,Vendor_12364,Item_25946,4271.05,38,162299.9
PO-23754,Vendor_85141,Item_29462,1806.54,20,36130.8
PO-16460,Vendor_50052,Item_29141,2688.45,68,182814.6
PO-20333,Vendor_99705,Item_68397,96.31,15,1444.65
PO-96580,Vendor_95473,Item_33514,2407.82,64,154100.48
PO-91801,Vendor_44605,Item_56976,3815.69,12,45788.28
PO-75161,Vendor_10443,Item_86071,9240.02,3,27720.06
PO-86625,Vendor_34772,Item_40192,2297.45,84,192985.8
PO-92264,Vendor_24446,Item_93634,3927.71,52,204240.92
PO-53787,Vendor_98248,Item_39249,4034.22,60,242053.2
PO-79776,Vendor_23513,Item_18356,8775.01,47,412425.47
PO-59947,Vendor_93927,Item_70948,5480.63,68,372682.84
PO-37110,Vendor_73628,Item_25882,8703.49,44,382953.56
PO-63071,Vendor_48609,Item_10195,725.0,48,34800.0
PO-65232,Vendor_98464,Item_76112,6352.18,9,57169.62
PO-13836,Vendor_41989,Item_44391,1313.59,76,99832.84
PO-60666,Vendor_19254,Item_29741,8614.47,68,585783.96
PO-76594,Vendor_30851,Item_18267,169.28,15,2539.2
PO-76998,Vendor_31704,Item_12138,8287.78,21,174043.38
PO-41757,Vendor_54327,Item_65913,2146.21,67,143796.07
PO-77666,Vendor_96080,Item_37495,1423.55,67,95377.85
PO-54781,Vendor_51215,Item_79540,9061.44,100,906144.0
PO-86913,Vendor_87653,Item_55252,4246.39,27,114652.53
PO-15633,Vendor_65596,Item_68840,837.62,21,17590.02
PO-23234,Vendor_26243,Item_13734,9721.44,2,19442.88
PO-35714,Vendor_24482,Item_97962,6181.26,9,55631.34
PO-75802,Vendor_78081,Item_11534,208.24,65,13535.6
PO-36466,Vendor_39871,Item_89086,7976.02,22,175472.44
PO-97617,Vendor_87838,Item_36442,3967.96,47,186494.12
PO-63057,Vendor_54631,Item_37733,4901.76,16,78428.16
PO-82527,Vendor_36275,Item_73921,8529.07,60,511744.2
PO-51340,Vendor_60982,Item_97423,478.86,29,13886.94
PO-31611,Vendor_68024,Item_26595,7018.43,92,645695.56
PO-54491,Vendor_99955,Item_77470,1919.93,52,99836.36
PO-33995,Vendor_61214,Item_77915,8272.24,24,198533.76
PO-56422,Vendor_44528,Item_24537,4729.97,4,18919.88
PO-51417,Vendor_41169,Item_97327,8492.61,16,135881.76
PO-43271,Vendor_86058,Item_25836,5583.56,25,139589.0
PO-11803,Vendor_83277,Item_49880,3444.37,100,344437.0
PO-72793,Vendor_63419,Item_70571,9707.76,22,213570.72
PO-29082,Vendor_43594,Item_40600,7690.5,82,630621.0
PO-19197,Vendor_89632,Item_69223,3889.49,27,105016.23
PO-60631,Vendor_15395,Item_88585,7735.72,98,758100.56
PO-18169,Vendor_26852,Item_94294,3317.27,77,255429.79
PO-22389,Vendor_77041,Item_61146,9371.66,16,149946.56
PO-82552,Vendor_15020,Item_59364,375.02,68,25501.36
PO-17857,Vendor_57519,Item_82241,8448.68,80,675894.4
PO-84720,Vendor_45408,Item_94210,5777.68,20,115553.6
PO-95878,Vendor_39024,Item_55292,3031.7,98,297106.6
PO-21667,Vendor_28113,Item_96001,9916.58,22,218164.76
PO-67495,Vendor_89480,Item_15426,6202.95,72,446612.4
PO-51283,Vendor_90371,Item_90283,6780.96,59,400076.64
PO-38501,Vendor_58898,Item_92201,9832.47,37,363801.39
PO-10925,Vendor_46925,Item_33902,1731.55,45,77919.75
PO-94925,Vendor_29423,Item_81259,7913.84,35,276984.4
PO-94208,Vendor_38321,Item_64768,5315.13,73,388004.49
PO-68184,Vendor_82494,Item_22570,2283.16,1,2283.16
PO-45781,Vendor_86191,Item_87340,2157.29,86,185526.94
PO-64553,Vendor_78426,Item_92245,5014.21,26,130369.46
PO-67607,Vendor_73259,Item_65605,6385.99,87,555581.13
PO-73724,Vendor_79506,Item_45073,6186.96,38,235104.48
PO-56786,Vendor_45434,Item_35710,709.55,7,4966.85
PO-44840,Vendor_98273,Item_66941,2438.18,25,60954.5
PO-81404,Vendor_76500,Item_56243,7125.01,24,171000.24
PO-21200,Vendor_18378,Item_51217,5547.16,3,16641.48
PO-51989,Vendor_64624,Item_91806,7346.89,18,132244.02
PO-34541,Vendor_98343,Item_71832,1073.98,37,39737.26
PO-63985,Vendor_43217,Item_68468,9841.2,72,708566.4
PO-85538,Vendor_43795,Item_73915,2031.88,13,26414.44
PO-90783,Vendor_86573,Item_80535,3896.1,43,167532.3
PO-34400,Vendor_14806,Item_84301,3749.8,47,176240.6
PO-51073,Vendor_12404,Item_15519,9548.85,34,324660.9
PO-56331,Vendor_59634,Item_65128,8869.86,95,842636.7
PO-12284,Vendor_23075,Item_84191,2969.32,26,77202.32
PO-12879,Vendor_93277,Item_79207,931.78,57,53111.46
PO-42205,Vendor_80674,Item_44310,5109.76,13,66426.88
PO-32562,Vendor_89022,Item_83660,9844.47,85,836779.95
PO-46317,Vendor_49118,Item_51927,9760.21,30,292806.3
PO-41613,Vendor_21044,Item_25603,6186.91,44,272224.04
PO-18461,Vendor_11529,Item_97602,2015.47,21,42324.87
PO-72782,Vendor_83602,Item_77399,4650.55,76,353441.8
PO-46857,Vendor_27026,Item_48590,3826.47,24,91835.28
PO-81440,Vendor_13318,Item_72660,3788.03,14,53032.42
PO-74592,Vendor_58242,Item_54208,2224.1,5,11120.5
PO-20758,Vendor_84433,Item_79641,481.75,58,27941.5
PO-62682,Vendor_84263,Item_73313,514.21,18,9255.78
PO-90517,Vendor_56892,Item_28723,7932.71,92,729809.32
PO-13469,Vendor_98424,Item_55899,7137.61,88,628109.68
PO-70199,Vendor_65675,Item_19069,7147.86,40,285914.4
PO-92759,Vendor_42507,Item_33529,8038.44,10,80384.4
PO-25978,Vendor_71822,Item_43973,824.17,97,79944.49
PO-30733,Vendor_35871,Item_93611,22.78,88,2004.64
PO-89200,Vendor_74453,Item_33529,8570.52,67,574224.84
PO-93593,Vendor_51917,Item_28431,4709.67,67,315547.89
PO-85659,Vendor_35405,Item_43664,3289.58,84,276324.72
PO-28389,Vendor_91944,Item_72709,1476.27,41,60527.07
PO-76410,Vendor_34667,Item_38660,841.55,86,72373.3
PO-44257,Vendor_44197,Item_70623,1220.7,2,2441.4
PO-86912,Vendor_27825,Item_51923,7545.77,48,362196.96
PO-54680,Vendor_90790,Item_80145,3858.14,32,123460.48
PO-78645,Vendor_95336,Item_17880,9739.85,76,740228.6
PO-95027,Vendor_71264,Item_57725,5840.93,22,128500.46
PO-36645,Vendor_12125,Item_35115,7026.36,81,569135.16
PO-66612,Vendor_40590,Item_60465,7923.26,60,475395.6
PO-76893,Vendor_32871,Item_13672,3412.13,12,40945.56
PO-62684,Vendor_83971,Item_16352,4241.52,83,352046.16
PO-64975,Vendor_66630,Item_50571,2261.05,8,18088.4
PO-77489,Vendor_55497,Item_16777,9467.24,1,9467.24
PO-39076,Vendor_11512,Item_79283,431.31,1,431.31
PO-81416,Vendor_56369,Item_72865,6277.18,86,539837.48
PO-73388,Vendor_35603,Item_65857,3165.7,43,136125.1
PO-76319,Vendor_14784,Item_41254,3553.51,48,170568.48
PO-54790,Vendor_38919,Item_92144,476.53,33,15725.49
PO-97771,Vendor_42388,Item_77466,807.99,84,67871.16
PO-93150,Vendor_23971,Item_96432,4041.72,100,404172.0
PO-41904,Vendor_83242,Item_58755,9076.34,83,753336.22
PO-39828,Vendor_88458,Item_31032,5565.6,58,322804.8
PO-46054,Vendor_11341,Item_68325,9566.88,95,908853.6
PO-51032,Vendor_91781,Item_18018,7997.55,20,159951.0
PO-95782,Vendor_89342,Item_15300,2438.17,79,192615.43
PO-72662,Vendor_50361,Item_88424,7566.96,86,650758.56
PO-58210,Vendor_15728,Item_37708,3168.86,31,98234.66
PO-12499,Vendor_21946,Item_58915,2775.63,63,174864.69
PO-52905,Vendor_86265,Item_31449,2630.79,69,181524.51
PO-69274,Vendor_67341,Item_85832,2169.93,58,125855.94
PO-59297,Vendor_94102,Item_84796,9683.39,56,542269.84
PO-49431,Vendor_88476,Item_65647,8974.84,43,385918.12
PO-63260,Vendor_54556,Item_45345,403.45,26,10489.7
PO-33721,Vendor_91335,Item_85849,6003.07,36,216110.52
PO-17972,Vendor_80610,Item_60538,4669.4,84,392229.6
PO-97204,Vendor_23168,Item_77891,5069.54,64,324450.56
PO-49849,Vendor_43924,Item_87999,9181.52,52,477439.04
PO-91580,Vendor_38984,Item_67364,1338.25,25,33456.25
PO-86880,Vendor_30581,Item_69785,2948.51,91,268314.41
PO-72027,Vendor_44701,Item_25102,6172.8,93,574070.4
PO-65988,Vendor_40673,Item_30364,5863.17,98,574590.66
PO-55356,Vendor_20189,Item_94954,4830.72,88,425103.36
PO-17165,Vendor_14629,Item_12000,2429.74,84,204098.16
PO-34776,Vendor_71713,Item_77974,3502.88,87,304750.56
PO-11549,Vendor_64539,Item_75125,1711.01,10,17110.1
PO-77084,Vendor_77517,Item_14165,947.28,84,79571.52
PO-97821,Vendor_18218,Item_34844,7858.79,48,377221.92
PO-92184,Vendor_71290,Item_70795,8306.43,47,390402.21
PO-78069,Vendor_53569,Item_67454,2636.64,63,166108.32
PO-14201,Vendor_25670,Item_47906,9889.46,65,642814.9
PO-26592,Vendor_30095,Item_66199,8421.57,9,75794.13
PO-95779,Vendor_64616,Item_70544,4506.28,8,36050.24
PO-11570,Vendor_91954,Item_43214,9726.25,81,787826.25
PO-60889,Vendor_41062,Item_67978,8733.49,40,349339.6
PO-99164,Vendor_17028,Item_12636,923.48,41,37862.68
PO-49731,Vendor_45212,Item_28385,7791.95,53,412973.35
PO-22491,Vendor_34264,Item_19352,1722.61,42,72349.62
PO-76045,Vendor_23385,Item_90628,2527.29,95,240092.55
PO-30770,Vendor_29906,Item_25217,8521.04,47,400488.88
PO-76623,Vendor_18529,Item_28268,1960.15,89,174453.35
PO-72969,Vendor_39400,Item_14110,5872.2,32,187910.4
PO-56267,Vendor_16084,Item_10123,5255.4,34,178683.6
PO-73824,Vendor_81686,Item_99428,8913.38,46,410015.48
PO-79553,Vendor_31207,Item_89850,68.12,46,3133.52
PO-99255,Vendor_37988,Item_57179,9296.95,51,474144.45
PO-52927,Vendor_98000,Item_62010,4702.21,57,268025.97
PO-83765,Vendor_53656,Item_71766,7388.77,20,147775.4
PO-59425,Vendor_82972,Item_15197,6191.91,1,6191.91
PO-41104,Vendor_78674,Item_68192,8636.27,52,449086.04
PO-19889,Vendor_60285,Item_52852,4932.75,56,276234.0
PO-81901,Vendor_35924,Item_83662,868.99,48,41711.52
PO-68252,Vendor_60761,Item_78135,9755.13,60,585307.8
PO-58760,Vendor_61470,Item_71559,2153.84,36,77538.24
PO-26801,Vendor_24817,Item_18994,8533.89,22,187745.58
PO-32637,Vendor_69042,Item_14597,9908.06,56,554851.36
PO-18829,Vendor_39776,Item_25636,1642.91,16,26286.56
PO-61265,Vendor_62237,Item_69661,6388.13,9,57493.17
PO-37328,Vendor_67009,Item_44675,8341.88,53,442119.64
PO-89593,Vendor_21866,Item_14509,3919.02,63,246898.26
PO-86284,Vendor_74534,Item_58241,1587.58,10,15875.8
PO-93825,Vendor_86309,Item_97355,6939.77,48,333108.96
PO-91154,Vendor_90443,Item_95581,1612.65,99,159652.35
PO-72687,Vendor_24348,Item_68044,464.9,55,25569.5
PO-79963,Vendor_20808,Item_33336,2236.56,12,26838.72
PO-47723,Vendor_67539,Item_38490,2287.22,12,27446.64
PO-66522,Vendor_88531,Item_95559,8651.57,43,372017.51
PO-62046,Vendor_40974,Item_40401,4864.3,14,68100.2
PO-73341,Vendor_39549,Item_25712,2383.49,43,102490.07
PO-55819,Vendor_81210,Item_64802,5465.99,27,147581.73
PO-54182,Vendor_95082,Item_12010,4335.13,77,333805.01
PO-95097,Vendor_53133,Item_51497,2558.28,70,179079.6
PO-20878,Vendor_33045,Item_80997,5721.36,20,114427.2
PO-12029,Vendor_13746,Item_58192,7049.11,1,7049.11
PO-96321,Vendor_50140,Item_99677,4711.51,68,320382.68
PO-68473,Vendor_64453,Item_39581,4672.01,59,275648.59
PO-24947,Vendor_13702,Item_77589,6329.1,60,379746.0
PO-42939,Vendor_42102,Item_51590,5898.34,93,548545.62
PO-30576,Vendor_27528,Item_12812,5473.18,99,541844.82
PO-32516,Vendor_67315,Item_97280,4842.48,32,154959.36
PO-69089,Vendor_20858,Item_72772,2669.72,34,90770.48
PO-94156,Vendor_96354,Item_19860,717.76,63,45218.88
PO-47064,Vendor_53759,Item_10550,7084.06,30,212521.8
PO-78912,Vendor_73772,Item_73780,4026.6,25,100665.0
PO-50270,Vendor_51974,Item_98549,9732.32,3,29196.96
PO-37249,Vendor_60621,Item_59856,637.5,51,32512.5
PO-32386,Vendor_52115,Item_35995,3465.43,36,124755.48
PO-58037,Vendor_99471,Item_26738,6785.61,66,447850.26
PO-16456,Vendor_47288,Item_95928,1624.98,8,12999.84
PO-18430,Vendor_63847,Item_76813,4006.49,52,208337.48
PO-27331,Vendor_22868,Item_85585,8030.47,38,305157.86
PO-96370,Vendor_77847,Item_24351,2710.41,81,219543.21
PO-52760,Vendor_16087,Item_81394,7090.26,68,482137.68
PO-60324,Vendor_70164,Item_87300,5205.66,4,20822.64
PO-40367,Vendor_68030,Item_91943,7532.69,60,451961.4
PO-92127,Vendor_77655,Item_24257,9358.02,11,102938.22
PO-56131,Vendor_57536,Item_91634,2549.42,3,7648.26
PO-12687,Vendor_43733,Item_22683,7260.74,13,94389.62
PO-19331,Vendor_10765,Item_51940,9651.65,61,588750.65
PO-74619,Vendor_33146,Item_21330,5952.59,47,279771.73
PO-69336,Vendor_59346,Item_86315,5189.71,61,316572.31
PO-99527,Vendor_48537,Item_61736,7260.76,21,152475.96
PO-84239,Vendor_88600,Item_54621,4574.41,10,45744.1
PO-90897,Vendor_86335,Item_65562,8643.98,4,34575.92
PO-82569,Vendor_34331,Item_57403,5883.9,64,376569.6
PO-57799,Vendor_85946,Item_67535,4083.18,58,236824.44
PO-17216,Vendor_52749,Item_48443,9521.92,92,876016.64
PO-60632,Vendor_76736,Item_40163,534.17,28,14956.76
PO-92100,Vendor_30325,Item_36423,3966.66,70,277666.2
PO-97517,Vendor_44433,Item_35943,4833.95,2,9667.9
PO-39518,Vendor_73824,Item_50052,4527.35,59,267113.65
PO-53414,Vendor_17201,Item_11602,6060.37,44,266656.28
PO-81139,Vendor_31394,Item_96649,5516.41,11,60680.51
PO-81312,Vendor_39768,Item_35782,9348.72,9,84138.48
PO-86235,Vendor_45886,Item_40697,8581.68,95,815259.6
PO-21272,Vendor_10557,Item_60430,1636.59,57,93285.63
PO-70357,Vendor_43374,Item_34690,1355.93,43,58304.99
PO-11877,Vendor_43357,Item_19943,1238.36,53,65633.08
PO-64847,Vendor_51600,Item_94235,4270.05,34,145181.7
PO-73172,Vendor_53298,Item_52837,8082.33,62,501104.46
PO-57627,Vendor_62614,Item_34763,1294.18,67,86710.06
PO-10041,Vendor_82258,Item_42479,4409.9,5,22049.5
PO-43278,Vendor_99166,Item_18310,4940.7,39,192687.3
PO-22181,Vendor_42486,Item_88620,7005.39,6,42032.34
PO-57198,Vendor_99802,Item_71264,4826.83,48,231687.84
PO-85948,Vendor_90792,Item_94264,2250.5,54,121527.0
PO-67635,Vendor_21233,Item_61703,563.05,52,29278.6
PO-69919,Vendor_21480,Item_22926,9893.89,28,277028.92
PO-36885,Vendor_29576,Item_55635,7214.23,2,14428.46
PO-87927,Vendor_85976,Item_27481,3038.49,35,106347.15
PO-37814,Vendor_89157,Item_56197,6033.81,95,573211.95
PO-48353,Vendor_51378,Item_77017,1411.58,60,84694.8
PO-60698,Vendor_36677,Item_35241,8375.63,90,753806.7
PO-30908,Vendor_97648,Item_16684,7839.56,9,70556.04
PO-22432,Vendor_94254,Item_51891,6030.05,28,168841.4
PO-25631,Vendor_73955,Item_98248,639.34,17,10868.78
PO-36985,Vendor_23949,Item_15866,923.5,55,50792.5
PO-82612,Vendor_82943,Item_17967,907.74,3,2723.22
PO-27032,Vendor_51164,Item_54617,7345.94,20,146918.8
PO-69936,Vendor_98788,Item_82084,784.47,98,76878.06
PO-31497,Vendor_19635,Item_52126,9517.83,32,304570.56
PO-94722,Vendor_88636,Item_81747,23.24,82,1905.68
PO-82967,Vendor_19561,Item_84710,6021.04,22,132462.88
PO-65793,Vendor_68430,Item_49884,2481.75,50,124087.5
PO-64684,Vendor_66287,Item_11340,8528.75,30,255862.5
PO-73272,Vendor_73892,Item_98968,7429.13,80,594330.4
PO-20414,Vendor_55447,Item_91086,1208.05,35,42281.75
PO-10550,Vendor_58196,Item_98222,6660.99,70,466269.3
PO-19855,Vendor_37394,Item_47878,2112.03,56,118273.68
PO-40171,Vendor_84045,Item_64112,7072.3,13,91939.9
PO-55355,Vendor_86950,Item_77766,2232.89,80,178631.2
PO-65456,Vendor_80987,Item_60984,3159.4,61,192723.4
PO-63784,Vendor_83583,Item_71555,984.32,62,61027.84
PO-84155,Vendor_63265,Item_47593,686.17,89,61069.13
PO-80473,Vendor_16899,Item_82111,1042.95,43,44846.85
PO-54296,Vendor_27225,Item_27931,1692.35,24,40616.4
