Invoice Number,Vendor,PO Number,Invoice Date,Total Amount
INV-46397,Vendor_18587,PO-57360,"April 17, 2024",10016.22
INV-50618,Vendor_85404,PO-83741,"May 06, 2024",66513.52
INV-89784,Vendor_93785,PO-20693,"April 14, 2024",53155.08
INV-81477,Vendor_99768,PO-97369,"April 10, 2024",645.83
INV-10127,Vendor_86239,PO-62426,"April 19, 2024",74362.59
INV-35494,Vendor_38176,PO-83045,"April 19, 2024",61717.56
INV-64828,Vendor_72750,PO-78136,"April 13, 2024",88784.97
INV-94877,Vendor_46789,PO-86564,"May 04, 2024",46911.91
INV-21304,Vendor_18732,PO-33109,"April 15, 2024",49912.56
INV-73493,Vendor_31451,PO-84963,"April 09, 2024",20899.72
INV-42370,Vendor_13790,PO-52940,"April 29, 2024",74699.77
INV-50030,Vendor_60067,PO-24557,"April 30, 2024",12501.35
INV-74558,Vendor_28349,PO-34348,"April 21, 2024",95443.0
INV-70253,Vendor_36172,PO-29487,"April 30, 2024",54063.88
INV-71518,Vendor_19835,PO-76883,"April 21, 2024",59793.98
INV-67839,Vendor_91976,PO-81244,"April 12, 2024",55502.98
INV-79956,Vendor_19614,PO-27878,"April 29, 2024",91966.06
INV-35365,Vendor_19829,PO-39238,"April 10, 2024",81370.42
INV-65988,Vendor_84402,PO-89400,"April 29, 2024",85662.48
INV-63536,Vendor_17723,PO-67875,"April 15, 2024",38147.79
INV-72823,Vendor_10744,PO-34421,"April 23, 2024",17259.83
INV-94121,Vendor_46914,PO-52961,"May 01, 2024",38864.09
INV-81183,Vendor_34558,PO-24888,"April 19, 2024",779.84
INV-72561,Vendor_55206,PO-13192,"April 21, 2024",41021.45
INV-80433,Vendor_38966,PO-84714,"April 20, 2024",14276.25
INV-26138,Vendor_44774,PO-74690,"April 24, 2024",32966.6
INV-94994,Vendor_17083,PO-85123,"April 22, 2024",6346.48
INV-34919,Vendor_70368,PO-93946,"May 05, 2024",88855.22
INV-37847,Vendor_46108,PO-97368,"April 17, 2024",3391.53
INV-45895,Vendor_33036,PO-18004,"April 30, 2024",55831.99
INV-58335,Vendor_98829,PO-27765,"April 23, 2024",46097.95
INV-62478,Vendor_52739,PO-76209,"April 20, 2024",96870.91
INV-13279,Vendor_74025,PO-15226,"April 16, 2024",19473.55
INV-78101,Vendor_65870,PO-12731,"April 13, 2024",75753.62
INV-87816,Vendor_49225,PO-35015,"April 29, 2024",17463.46
INV-47327,Vendor_12416,PO-92232,"April 19, 2024",23117.0
INV-88870,Vendor_88027,PO-94906,"April 11, 2024",66209.11
INV-71944,Vendor_65033,PO-14794,"April 09, 2024",84423.36
INV-12793,Vendor_21809,PO-20827,"April 23, 2024",66169.7
INV-45220,Vendor_31211,PO-55110,"April 09, 2024",1921.26
INV-72521,Vendor_31142,PO-77730,"April 26, 2024",25770.93
INV-62657,Vendor_33473,PO-27212,"April 15, 2024",90152.52
INV-40966,Vendor_69439,PO-51099,"April 11, 2024",12568.9
INV-83466,Vendor_59121,PO-67442,"May 03, 2024",43386.24
INV-53672,Vendor_13978,PO-34460,"April 22, 2024",48924.66
INV-84455,Vendor_96807,PO-25307,"April 12, 2024",41360.1
INV-78015,Vendor_79469,PO-74618,"April 20, 2024",56041.51
INV-42196,Vendor_94383,PO-18000,"April 27, 2024",45603.61
INV-84082,Vendor_89624,PO-95454,"April 25, 2024",95657.79
INV-52768,Vendor_60917,PO-19918,"April 28, 2024",84324.65
INV-96943,Vendor_91470,PO-13687,"April 29, 2024",14795.07
INV-25637,Vendor_14432,PO-25008,"April 11, 2024",74052.53
INV-20899,Vendor_54926,PO-81906,"April 25, 2024",20637.23
INV-49834,Vendor_42505,PO-32879,"April 30, 2024",7553.42
INV-84300,Vendor_33542,PO-88249,"May 02, 2024",97974.14
INV-13871,Vendor_90324,PO-98752,"April 30, 2024",96387.24
INV-17994,Vendor_94823,PO-49239,"April 07, 2024",32076.45
INV-94131,Vendor_61147,PO-49955,"April 08, 2024",63785.95
INV-45836,Vendor_31969,PO-49114,"May 04, 2024",70850.39
INV-79574,Vendor_38177,PO-15417,"April 28, 2024",93727.28
INV-79028,Vendor_28680,PO-12937,"April 22, 2024",42367.92
INV-59611,Vendor_13701,PO-77555,"April 25, 2024",518.47
INV-12646,Vendor_92727,PO-72108,"April 25, 2024",99057.66
INV-70098,Vendor_47209,PO-62738,"April 15, 2024",31444.27
INV-91382,Vendor_17558,PO-21229,"April 26, 2024",1000.23
INV-23297,Vendor_95620,PO-42864,"April 29, 2024",82997.49
INV-51819,Vendor_21758,PO-52810,"April 19, 2024",32163.59
INV-56242,Vendor_84310,PO-91899,"April 25, 2024",38728.01
INV-30541,Vendor_67354,PO-73797,"April 16, 2024",15382.46
INV-55931,Vendor_96084,PO-35508,"April 19, 2024",64175.53
INV-31796,Vendor_60266,PO-75051,"May 05, 2024",47774.63
INV-43698,Vendor_60461,PO-36359,"April 11, 2024",80862.75
INV-79224,Vendor_95342,PO-29597,"April 24, 2024",19390.69
INV-99794,Vendor_60526,PO-38254,"April 14, 2024",87822.41
INV-39986,Vendor_28141,PO-94921,"May 03, 2024",92974.62
INV-30669,Vendor_14301,PO-34033,"April 11, 2024",35481.54
INV-92864,Vendor_56647,PO-32319,"May 02, 2024",61740.49
INV-34586,Vendor_86434,PO-31401,"May 03, 2024",11039.62
INV-30122,Vendor_59357,PO-10616,"April 18, 2024",27166.76
INV-59420,Vendor_80411,PO-49041,"April 15, 2024",87757.03
INV-41085,Vendor_20249,PO-79046,"April 26, 2024",64100.58
INV-23402,Vendor_12783,PO-93300,"May 06, 2024",62056.37
INV-34154,Vendor_21557,PO-31859,"April 29, 2024",88225.46
INV-30860,Vendor_60470,PO-36695,"May 06, 2024",15078.88
INV-54558,Vendor_20962,PO-76654,"May 03, 2024",32827.22
INV-31132,Vendor_37587,PO-11778,"April 18, 2024",93147.66
INV-40292,Vendor_29505,PO-68418,"April 08, 2024",11347.77
INV-37636,Vendor_60838,PO-72898,"April 17, 2024",60954.56
INV-14258,Vendor_11286,PO-32959,"April 29, 2024",20724.23
INV-54353,Vendor_23130,PO-81632,"April 26, 2024",92125.92
INV-77351,Vendor_97726,PO-79198,"April 20, 2024",18490.02
INV-38027,Vendor_57002,PO-70618,"April 27, 2024",15468.56
INV-33448,Vendor_22757,PO-93974,"April 15, 2024",3809.1
INV-38851,Vendor_69864,PO-51998,"May 04, 2024",80910.66
INV-61342,Vendor_89580,PO-32454,"April 17, 2024",80446.67
INV-77046,Vendor_20532,PO-64472,"April 29, 2024",61057.88
INV-91655,Vendor_26921,PO-79277,"April 13, 2024",27736.14
INV-40428,Vendor_88433,PO-49036,"April 25, 2024",61012.02
INV-96809,Vendor_39229,PO-79303,"April 15, 2024",8546.93
INV-66568,Vendor_45138,PO-96493,"April 20, 2024",21750.56
INV-18076,Vendor_81069,PO-97012,"April 22, 2024",13450.14
INV-17712,Vendor_17963,PO-53236,"April 15, 2024",85227.71
INV-13470,Vendor_78122,PO-62066,"April 30, 2024",23565.04
INV-44558,Vendor_55892,PO-19828,"April 11, 2024",97281.02
INV-75210,Vendor_67845,PO-33649,"April 08, 2024",27722.06
INV-36559,Vendor_61498,PO-31932,"April 30, 2024",32584.94
INV-52024,Vendor_45164,PO-83840,"April 11, 2024",7490.4
INV-62946,Vendor_68895,PO-91200,"April 26, 2024",17962.82
INV-93190,Vendor_63206,PO-68209,"April 09, 2024",83408.4
INV-35598,Vendor_22004,PO-27163,"April 20, 2024",19956.35
INV-36652,Vendor_80429,PO-83668,"April 10, 2024",63180.04
INV-35274,Vendor_33603,PO-67507,"May 02, 2024",152.63
INV-38161,Vendor_40805,PO-38884,"April 23, 2024",8670.06
INV-67514,Vendor_45749,PO-41344,"April 24, 2024",89783.16
INV-49849,Vendor_26098,PO-48886,"April 26, 2024",68644.71
INV-43352,Vendor_91461,PO-32337,"May 04, 2024",30791.87
INV-45961,Vendor_40053,PO-98683,"April 25, 2024",59706.62
INV-81880,Vendor_97330,PO-35522,"May 01, 2024",94364.6
INV-54587,Vendor_36183,PO-64322,"May 04, 2024",57839.37
INV-78992,Vendor_60542,PO-82484,"April 29, 2024",95589.67
INV-46777,Vendor_66143,PO-84194,"April 27, 2024",83190.76
INV-36533,Vendor_80402,PO-22084,"April 20, 2024",94779.72
INV-41570,Vendor_50218,PO-73781,"May 06, 2024",87456.07
INV-20121,Vendor_36088,PO-63723,"April 08, 2024",38097.78
INV-32067,Vendor_41982,PO-51017,"April 21, 2024",22408.89
INV-62211,Vendor_89851,PO-62548,"April 08, 2024",29930.23
INV-24847,Vendor_31692,PO-65282,"May 05, 2024",3305.42
INV-67522,Vendor_69377,PO-82411,"April 15, 2024",18419.05
INV-19294,Vendor_29803,PO-95382,"April 24, 2024",42807.63
INV-12844,Vendor_79551,PO-58259,"April 07, 2024",68859.11
INV-93912,Vendor_65812,PO-73023,"May 02, 2024",32833.74
INV-19212,Vendor_57813,PO-51153,"April 30, 2024",77177.91
INV-40772,Vendor_34781,PO-57200,"April 18, 2024",99332.52
INV-13739,Vendor_49554,PO-76722,"April 18, 2024",51445.93
INV-16875,Vendor_57298,PO-73766,"April 18, 2024",86004.93
INV-20442,Vendor_45891,PO-13848,"April 13, 2024",18819.59
INV-26532,Vendor_99196,PO-12247,"May 05, 2024",9185.6
INV-36258,Vendor_45832,PO-32482,"April 07, 2024",82916.09
INV-33443,Vendor_92584,PO-39152,"April 25, 2024",55224.04
INV-57514,Vendor_11593,PO-98495,"April 20, 2024",27191.6
INV-13102,Vendor_56965,PO-99229,"April 23, 2024",73895.5
INV-93156,Vendor_89441,PO-82818,"April 11, 2024",428.08
INV-78971,Vendor_79529,PO-22260,"April 30, 2024",69089.18
INV-31284,Vendor_78670,PO-35364,"April 07, 2024",38368.43
INV-52181,Vendor_74985,PO-45405,"April 13, 2024",84085.08
INV-16221,Vendor_61556,PO-49312,"May 03, 2024",24467.2
INV-77902,Vendor_22292,PO-53482,"May 05, 2024",67151.56
INV-45670,Vendor_49255,PO-16373,"April 09, 2024",18588.35
INV-31565,Vendor_12517,PO-70516,"April 18, 2024",11767.14
INV-51041,Vendor_27923,PO-86840,"April 11, 2024",94099.74
INV-86168,Vendor_97412,PO-67208,"April 10, 2024",89920.38
INV-25827,Vendor_68632,PO-65133,"April 13, 2024",13640.64
INV-59465,Vendor_24901,PO-45848,"April 30, 2024",80614.28
INV-47595,Vendor_84043,PO-58847,"April 11, 2024",65752.77
INV-96822,Vendor_35460,PO-37102,"April 13, 2024",40297.81
INV-44713,Vendor_79495,PO-84602,"April 07, 2024",87533.71
INV-63184,Vendor_14647,PO-56804,"April 20, 2024",24372.1
INV-69376,Vendor_31287,PO-84249,"April 17, 2024",48146.07
INV-39799,Vendor_79973,PO-41803,"May 03, 2024",96072.47
INV-97069,Vendor_53070,PO-65455,"April 29, 2024",88219.87
INV-16499,Vendor_41538,PO-27590,"April 23, 2024",29501.39
INV-66953,Vendor_20905,PO-82133,"May 06, 2024",53910.97
INV-95939,Vendor_53697,PO-59123,"April 30, 2024",59074.42
INV-47044,Vendor_51089,PO-55590,"April 16, 2024",93799.2
INV-60348,Vendor_30684,PO-44173,"April 09, 2024",77005.98
INV-77433,Vendor_95186,PO-28030,"April 23, 2024",98354.08
INV-42876,Vendor_25774,PO-93028,"April 22, 2024",12813.37
INV-47735,Vendor_45694,PO-31227,"April 12, 2024",39788.15
INV-50992,Vendor_37399,PO-95163,"May 05, 2024",65438.18
INV-28279,Vendor_20301,PO-39779,"April 17, 2024",42729.61
INV-84116,Vendor_25365,PO-75410,"April 11, 2024",81060.55
INV-46907,Vendor_20022,PO-55085,"April 08, 2024",15947.86
INV-12745,Vendor_89265,PO-40646,"May 04, 2024",65514.07
INV-23022,Vendor_33565,PO-90827,"April 29, 2024",87217.58
INV-67447,Vendor_46054,PO-67816,"April 24, 2024",11471.5
INV-46476,Vendor_79049,PO-31516,"April 28, 2024",69598.5
INV-62788,Vendor_25923,PO-27083,"May 05, 2024",49621.51
INV-14886,Vendor_46505,PO-79817,"May 01, 2024",92764.09
INV-14700,Vendor_65433,PO-54745,"April 20, 2024",31636.5
INV-16243,Vendor_40318,PO-59063,"April 17, 2024",62786.46
INV-57111,Vendor_74878,PO-82337,"May 06, 2024",47305.9
INV-89740,Vendor_15649,PO-58209,"April 10, 2024",90454.73
INV-36448,Vendor_78972,PO-45240,"April 16, 2024",49841.09
INV-19599,Vendor_20188,PO-38879,"April 14, 2024",39402.08
INV-10211,Vendor_45475,PO-87821,"April 11, 2024",87848.84
INV-76006,Vendor_42325,PO-28638,"April 07, 2024",15864.04
INV-48876,Vendor_88228,PO-66264,"April 25, 2024",39994.51
INV-88037,Vendor_87271,PO-56960,"April 27, 2024",11083.19
INV-22911,Vendor_74708,PO-22782,"April 22, 2024",3937.62
INV-20785,Vendor_61693,PO-19774,"April 15, 2024",19279.09
INV-30009,Vendor_22689,PO-21666,"April 15, 2024",48625.09
INV-76335,Vendor_63132,PO-26284,"April 20, 2024",19017.43
INV-70149,Vendor_96056,PO-80601,"April 12, 2024",83008.86
INV-48270,Vendor_67862,PO-99635,"April 09, 2024",57127.42
INV-28562,Vendor_67189,PO-74108,"April 21, 2024",85858.43
INV-40847,Vendor_91553,PO-80358,"April 16, 2024",34262.09
INV-42608,Vendor_40432,PO-12349,"April 14, 2024",90839.15
INV-47656,Vendor_79453,PO-59420,"April 11, 2024",8244.07
INV-51114,Vendor_65122,PO-15266,"April 22, 2024",42971.24
INV-45507,Vendor_60017,PO-76324,"April 14, 2024",52713.07
INV-13794,Vendor_66124,PO-58247,"April 14, 2024",89928.83
INV-22685,Vendor_22038,PO-41235,"April 17, 2024",20154.79
INV-19752,Vendor_53091,PO-61988,"April 28, 2024",79634.05
INV-36158,Vendor_32721,PO-51401,"April 19, 2024",78396.33
INV-80194,Vendor_19414,PO-46827,"April 21, 2024",78039.31
INV-26948,Vendor_13397,PO-77461,"April 18, 2024",24107.4
INV-80584,Vendor_11845,PO-22625,"April 29, 2024",18602.92
INV-38202,Vendor_95030,PO-56171,"April 25, 2024",96461.39
INV-40466,Vendor_11206,PO-74668,"April 08, 2024",30951.69
INV-76942,Vendor_36437,PO-63961,"April 25, 2024",85830.44
INV-44948,Vendor_11795,PO-89383,"May 03, 2024",42756.8
INV-67506,Vendor_80602,PO-25306,"April 15, 2024",48463.04
INV-87096,Vendor_44437,PO-12361,"April 09, 2024",33711.03
INV-36254,Vendor_61408,PO-40428,"April 10, 2024",79377.27
INV-96656,Vendor_76089,PO-24447,"May 03, 2024",47612.3
INV-29943,Vendor_13564,PO-41047,"April 13, 2024",21245.63
INV-77564,Vendor_63163,PO-83521,"April 25, 2024",48876.53
INV-83815,Vendor_94045,PO-72169,"April 29, 2024",63275.37
INV-41779,Vendor_17088,PO-51216,"May 04, 2024",90883.06
INV-92240,Vendor_89403,PO-47972,"April 09, 2024",37528.65
INV-14940,Vendor_10398,PO-49276,"April 29, 2024",93234.96
INV-49433,Vendor_31517,PO-68954,"April 15, 2024",80978.32
INV-69743,Vendor_87545,PO-60756,"May 05, 2024",8334.14
INV-40858,Vendor_25492,PO-99761,"April 08, 2024",71131.13
INV-21990,Vendor_67206,PO-40482,"May 06, 2024",43029.05
INV-40870,Vendor_10740,PO-32847,"April 09, 2024",46944.55
INV-57815,Vendor_15677,PO-49935,"April 19, 2024",68895.04
INV-73095,Vendor_34060,PO-36573,"May 05, 2024",52665.1
INV-55455,Vendor_15863,PO-36877,"April 08, 2024",41107.21
INV-87229,Vendor_69736,PO-83626,"April 17, 2024",17684.83
INV-87825,Vendor_66522,PO-25217,"April 26, 2024",68280.75
INV-27980,Vendor_53578,PO-26224,"April 14, 2024",34099.7
INV-61484,Vendor_10227,PO-49154,"May 03, 2024",35545.18
INV-67564,Vendor_87992,PO-80053,"April 11, 2024",81121.98
INV-41409,Vendor_35417,PO-28496,"May 04, 2024",81865.68
INV-99779,Vendor_96299,PO-17923,"April 24, 2024",61926.04
INV-82843,Vendor_73857,PO-49462,"April 19, 2024",96816.07
INV-27400,Vendor_51782,PO-90525,"April 08, 2024",41879.32
INV-90722,Vendor_55582,PO-29781,"April 15, 2024",29157.38
INV-40899,Vendor_54834,PO-95255,"April 14, 2024",20338.02
INV-92383,Vendor_87797,PO-65556,"April 14, 2024",58265.07
INV-13315,Vendor_95866,PO-20563,"April 22, 2024",79493.02
INV-20481,Vendor_69874,PO-34629,"May 01, 2024",49643.24
INV-15685,Vendor_88153,PO-91247,"April 09, 2024",33522.86
INV-72813,Vendor_28229,PO-24104,"April 09, 2024",5145.12
INV-91677,Vendor_67377,PO-14988,"April 12, 2024",7866.77
INV-65097,Vendor_51927,PO-28910,"May 03, 2024",47968.94
INV-55844,Vendor_69417,PO-33061,"April 27, 2024",83687.92
INV-68425,Vendor_32493,PO-62997,"April 11, 2024",97749.62
INV-51056,Vendor_93473,PO-49766,"April 12, 2024",84953.17
INV-61169,Vendor_34551,PO-23081,"April 30, 2024",24999.59
INV-22684,Vendor_37240,PO-27171,"May 05, 2024",62378.18
INV-39378,Vendor_98291,PO-66324,"April 25, 2024",56233.79
INV-28710,Vendor_96683,PO-79463,"April 27, 2024",87372.14
INV-68031,Vendor_70967,PO-62103,"May 04, 2024",61310.31
INV-67610,Vendor_72625,PO-38401,"April 27, 2024",95768.12
INV-77267,Vendor_43507,PO-33335,"April 14, 2024",67905.3
INV-64914,Vendor_52785,PO-81300,"April 21, 2024",36326.31
INV-21582,Vendor_63996,PO-33965,"April 10, 2024",76824.04
INV-22056,Vendor_62082,PO-28781,"April 14, 2024",40486.09
INV-33108,Vendor_30271,PO-31030,"April 13, 2024",22216.16
INV-37858,Vendor_41259,PO-40588,"May 06, 2024",15224.1
INV-56075,Vendor_30734,PO-70128,"April 29, 2024",47965.96
INV-81695,Vendor_51941,PO-15050,"April 22, 2024",42343.69
INV-59156,Vendor_82212,PO-99801,"April 21, 2024",83000.54
INV-66450,Vendor_69957,PO-35579,"April 14, 2024",92830.1
INV-35999,Vendor_24678,PO-94643,"April 09, 2024",69641.8
INV-68283,Vendor_40772,PO-15594,"April 26, 2024",45090.45
INV-92475,Vendor_69706,PO-46156,"May 03, 2024",71054.86
INV-26868,Vendor_25134,PO-20109,"April 24, 2024",84751.09
INV-38217,Vendor_74771,PO-72520,"May 04, 2024",92462.21
INV-19523,Vendor_17018,PO-87822,"April 23, 2024",32327.65
INV-68565,Vendor_80894,PO-50378,"May 05, 2024",9749.56
INV-33136,Vendor_27530,PO-74497,"April 17, 2024",17211.4
INV-48746,Vendor_33176,PO-60458,"April 24, 2024",75097.69
INV-49302,Vendor_17316,PO-59880,"April 09, 2024",21055.17
INV-61030,Vendor_75598,PO-65359,"April 20, 2024",28609.78
INV-95795,Vendor_81698,PO-75626,"May 03, 2024",11832.34
INV-65935,Vendor_39071,PO-10619,"April 19, 2024",83642.84
INV-34658,Vendor_49228,PO-98337,"April 18, 2024",67847.96
INV-54798,Vendor_94192,PO-63042,"April 16, 2024",30249.82
INV-33329,Vendor_57160,PO-82908,"April 12, 2024",47589.32
INV-90534,Vendor_87160,PO-16680,"April 15, 2024",55898.04
INV-73336,Vendor_64123,PO-20685,"April 22, 2024",88448.67
INV-31076,Vendor_82087,PO-67360,"April 18, 2024",39244.83
INV-62591,Vendor_24130,PO-82596,"April 21, 2024",39511.87
INV-69121,Vendor_21270,PO-25096,"April 07, 2024",98659.51
INV-38341,Vendor_32314,PO-17195,"April 12, 2024",92213.39
INV-23567,Vendor_97758,PO-85038,"April 26, 2024",39339.71
INV-47485,Vendor_55020,PO-40163,"April 14, 2024",2702.37
INV-49061,Vendor_31246,PO-75600,"April 10, 2024",96493.63
INV-79838,Vendor_45497,PO-15115,"April 16, 2024",21060.99
INV-30956,Vendor_99848,PO-50773,"April 17, 2024",26707.67
INV-71388,Vendor_58900,PO-16848,"April 11, 2024",4400.62
INV-11604,Vendor_15766,PO-75182,"April 15, 2024",40842.59
INV-79587,Vendor_53788,PO-80669,"April 13, 2024",58263.04
INV-93095,Vendor_85226,PO-90400,"April 24, 2024",3034.04
INV-46929,Vendor_80684,PO-75882,"May 02, 2024",90760.84
INV-15543,Vendor_14438,PO-86518,"May 05, 2024",16962.86
INV-12230,Vendor_39230,PO-61459,"April 27, 2024",4162.96
INV-85700,Vendor_95140,PO-89065,"April 15, 2024",85033.26
INV-27577,Vendor_92503,PO-85508,"May 05, 2024",30502.92
INV-34101,Vendor_46440,PO-65763,"April 07, 2024",1911.23
INV-87652,Vendor_48779,PO-78137,"April 25, 2024",40387.18
INV-80743,Vendor_82985,PO-42540,"May 03, 2024",15371.29
INV-59886,Vendor_24604,PO-78000,"May 04, 2024",54932.77
INV-14970,Vendor_64397,PO-70081,"April 30, 2024",42650.36
INV-63824,Vendor_10367,PO-95297,"April 28, 2024",77377.8
INV-40128,Vendor_13147,PO-43837,"April 15, 2024",56517.85
INV-71300,Vendor_99079,PO-21532,"April 25, 2024",53927.83
INV-83951,Vendor_10808,PO-38877,"April 26, 2024",12598.74
INV-42877,Vendor_78470,PO-18370,"April 19, 2024",43223.38
INV-77964,Vendor_61665,PO-35442,"April 12, 2024",68937.82
INV-90775,Vendor_74454,PO-46223,"May 04, 2024",64849.92
INV-63487,Vendor_27106,PO-20042,"May 01, 2024",57329.36
INV-21233,Vendor_79577,PO-31059,"May 05, 2024",24739.28
INV-80534,Vendor_83651,PO-88687,"April 14, 2024",61962.8
INV-19600,Vendor_77027,PO-73543,"April 12, 2024",21730.61
INV-31020,Vendor_86159,PO-30696,"April 11, 2024",77824.26
INV-87066,Vendor_51126,PO-23647,"April 24, 2024",53958.73
INV-78063,Vendor_52527,PO-99661,"April 17, 2024",99660.92
INV-22252,Vendor_59413,PO-64463,"May 04, 2024",35941.13
INV-33596,Vendor_71403,PO-37369,"May 03, 2024",12714.13
INV-13344,Vendor_44288,PO-63874,"April 18, 2024",1333.27
INV-39159,Vendor_22496,PO-32229,"April 24, 2024",31318.83
INV-82570,Vendor_90799,PO-16364,"April 08, 2024",81597.96
INV-44870,Vendor_60668,PO-95075,"May 01, 2024",20864.65
INV-99099,Vendor_78068,PO-47526,"April 18, 2024",6922.52
INV-32901,Vendor_47717,PO-18778,"April 30, 2024",67438.31
INV-36020,Vendor_40003,PO-36762,"May 01, 2024",65313.31
INV-68367,Vendor_95362,PO-97998,"April 29, 2024",4622.82
INV-43425,Vendor_53319,PO-68031,"April 26, 2024",96755.7
INV-97815,Vendor_33776,PO-58803,"April 09, 2024",27242.47
INV-98234,Vendor_33701,PO-93888,"April 26, 2024",52731.81
INV-75161,Vendor_95503,PO-59016,"April 13, 2024",73938.44
INV-82963,Vendor_24627,PO-69337,"April 11, 2024",64483.7
INV-27952,Vendor_43662,PO-44867,"April 15, 2024",52871.6
INV-56865,Vendor_98194,PO-15629,"April 20, 2024",39772.04
INV-78603,Vendor_56763,PO-46626,"April 11, 2024",46116.07
INV-72299,Vendor_83976,PO-34840,"April 23, 2024",988.37
INV-43839,Vendor_47773,PO-55750,"April 29, 2024",8899.32
INV-14355,Vendor_69693,PO-82113,"April 08, 2024",14808.63
INV-10779,Vendor_22241,PO-68173,"May 06, 2024",6245.18
INV-54604,Vendor_18591,PO-97144,"April 10, 2024",96052.11
INV-22524,Vendor_60756,PO-27152,"April 18, 2024",4168.61
INV-36195,Vendor_31726,PO-37339,"April 26, 2024",55568.86
INV-18378,Vendor_28939,PO-63210,"May 03, 2024",33950.63
INV-93049,Vendor_76497,PO-90157,"April 23, 2024",34157.55
INV-22216,Vendor_28375,PO-32485,"April 14, 2024",87840.07
INV-99025,Vendor_44221,PO-45034,"May 04, 2024",61221.49
INV-38144,Vendor_13712,PO-86102,"April 29, 2024",75986.13
INV-88217,Vendor_83320,PO-73046,"April 29, 2024",43989.17
INV-83065,Vendor_41468,PO-18957,"April 17, 2024",85353.25
INV-24900,Vendor_47840,PO-65359,"May 03, 2024",14033.1
INV-25261,Vendor_18689,PO-43243,"April 10, 2024",15121.73
INV-94716,Vendor_94184,PO-71690,"May 05, 2024",22981.99
INV-39779,Vendor_88657,PO-44961,"April 10, 2024",35134.73
INV-50029,Vendor_99422,PO-81932,"May 06, 2024",95337.94
INV-79120,Vendor_42520,PO-15677,"April 30, 2024",47949.63
INV-60391,Vendor_99112,PO-17273,"April 19, 2024",70821.27
INV-63117,Vendor_47645,PO-69393,"April 14, 2024",510.05
INV-47800,Vendor_31407,PO-76121,"April 25, 2024",61390.8
INV-62237,Vendor_20762,PO-61081,"April 16, 2024",83481.58
INV-57536,Vendor_58168,PO-53940,"April 19, 2024",52430.43
INV-83071,Vendor_86815,PO-61566,"April 10, 2024",10489.65
INV-21952,Vendor_29626,PO-56782,"May 03, 2024",4934.98
INV-50575,Vendor_19995,PO-24470,"April 08, 2024",37017.05
INV-74080,Vendor_77710,PO-64953,"April 07, 2024",16436.05
INV-25696,Vendor_32030,PO-42648,"April 19, 2024",99755.05
INV-47641,Vendor_73236,PO-15113,"May 06, 2024",21391.36
INV-61518,Vendor_52880,PO-31112,"April 13, 2024",28364.22
INV-36545,Vendor_25450,PO-94628,"May 04, 2024",11631.31
INV-52482,Vendor_27311,PO-35865,"April 19, 2024",55307.1
INV-62026,Vendor_76513,PO-13355,"April 19, 2024",54214.03
